SourceID,SMILES,PIC50,USED_AS
CHEMBL3394055,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)c5ccncc5)c6cccnc6F,5,Dev-set
CHEMBL3394227,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4c(F)nc(cc24)N5CC[C@@H](F)C5)c6cccnc6F,4.8,Dev-set
CHEMBL3394041,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)C5=CCCOC5)c6cccnc6F,5,Dev-set
CHEMBL3394225,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4c(F)nc(cc24)N5CCC(F)(F)CC5)c6cccnc6F,5.2,Dev-set
CHEMBL3394223,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4c(F)nc(cc24)C5CCOCC5)c6cccnc6F,4.8,Dev-set
CHEMBL3359759,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4ncc(cc24)c5ccnc(F)c5)c6cccnc6F,5,Dev-set
CHEMBL3359754,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4ncc(cc24)C5CCOCC5)c6cccnc6F,5,Dev-set
CHEMBL3359756,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4ncc(cc24)N5CCOCC5)c6cccnc6F,5,Dev-set
CHEMBL2177909,NC1=N[C@](c2ccnc(c2)C(F)(F)F)(c3ccc(F)c(c3)c4cncnc4)c5cccc(F)c15,5.1,Dev-set
CHEMBL1289267,FC(F)(F)Oc1ccc2[nH]c(nc2c1)[C@@H]3CC[C@@]4(CC3)CN(C(=O)O4)c5ccccc5,5.6,Dev-set
CHEMBL382803,FC(F)(F)Oc1ccc(OC2CC2)c(CNC3CCC4CCC3(N4)c5ccccc5)c1,6.4,Dev-set
CHEMBL2022730,Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCOCC4)nn3,4.9,Dev-set
CHEMBL201192,FC(F)(F)Oc1ccc(OC2CC2)c(CNC3CCC4NC3(CC4c5nnn[nH]5)c6ccccc6)c1,5.2,Dev-set
CHEMBL3354694,NC1=N[C@]2(CO1)c3cc(ccc3Oc4ccc(cc24)c5cncnc5)N6CCOCC6,4.8,Dev-set
CHEMBL3354696,NC1=N[C@]2(CO1)c3cc(OCC4CCCCC4)ccc3Oc5ccc(cc25)c6cncnc6,7,Dev-set
CHEMBL1492884,NC1=NC(=N)c2cc3ccccc3cc12,4.55,Dev-set
CHEMBL2177907,NC1=NC(c2cccc(c2)c3cncc(c3)C#N)(c4ccnc(c4)C(F)(F)F)c5cccc(F)c15,5.77,Dev-set
CHEMBL3394048,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)N5CCC(F)(F)CC5)c6cccnc6F,5,Dev-set
CHEMBL3359753,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4ncc(cc24)C5=CCCOC5)c6cccnc6F,5,Dev-set
CHEMBL3359752,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4ncc(cc24)C5=CCOCC5)c6cccnc6F,5,Dev-set
CHEMBL3359758,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4ncc(cc24)c5ccc(cc5)C#N)c6cccnc6F,6.7,Dev-set
CHEMBL3394051,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)N5CC[C@@H](F)C5)c6cccnc6F,5.1,Dev-set
CHEMBL3703296,NC1=NC2(CO1)c3cc(c(F)cc3OCC24CC4)c5cncnc5,5,Dev-set
CHEMBL3703269,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc(F)c6,5,Dev-set
CHEMBL2177905,NC1=NC(c2ccncc2)(c3cccc(c3)c4cncc(F)c4)c5cccc(F)c15,5.8,Dev-set
CHEMBL2177309,NC1=NC(c2ccncc2)(c3cccc(c3)c4cncnc4)c5cccc(F)c15,5.24,Dev-set
CHEMBL3703310,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc(c6)C(F)F,5,Dev-set
CHEMBL3650836,NC1=NC2(CO1)c3cc(ccc3OCC24CC(F)(F)C4)c5cncnc5,5,Dev-set
CHEMBL3650838,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc7ccccc67,5.43,Dev-set
CHEMBL3703293,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc(c6)C(F)(F)F,5,Dev-set
CHEMBL2177113,NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C5CC5)c6cccc(F)c16,5.46,Dev-set
CHEMBL2177908,NC1=NC(c2ccnc(c2)C(F)(F)F)(c3ccc(F)c(c3)c4cncnc4)c5cccc(F)c15,4.8,Dev-set
CHEMBL3703220,NC1=NC2(CO1)c3cc(Br)ccc3OC(Cc4ccccc4)C25COC5,5,Dev-set
CHEMBL3703215,NC1=NC2(CO1)c3cc(Br)ccc3OC4(CCCC4)C25COC5,5,Dev-set
CHEMBL2177307,NC1=NC(c2ccncc2)(c3cccc(c3)c4cncnc4)c5ccccc15,4.8,Dev-set
CHEMBL3650835,NC1=NC2(c3cc(ccc3OCC24CC4)c5cncnc5)C(F)(F)CO1,5,Dev-set
CHEMBL2177308,NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)(F)F)c5ccccc15,5.26,Dev-set
CHEMBL2177912,NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)F)c5cccc(F)c15,5.14,Dev-set
CHEMBL3703307,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6C#N,5,Dev-set
CHEMBL2177906,NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)(F)F)c5cccc(F)c15,4.96,Dev-set
CHEMBL3703270,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6F,5,Dev-set
CHEMBL3650837,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6,5,Dev-set
CHEMBL3394052,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)c5ccccc5)c6cccnc6F,5,Dev-set
CHEMBL3394053,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)c5ccccn5)c6cccnc6F,5,Dev-set
CHEMBL3394054,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)c5cccnc5)c6cccnc6F,5,Dev-set
CHEMBL3394057,NC1=N[C@@]2(CO1)c3cc(ccc3Oc4cnc(cc24)c5ccnc(F)c5)c6cccnc6F,5,Dev-set
CHEMBL3703284,NC1=NC2(CO1)c3cc(ccc3OC4(CCCC4)C25COC5)c6cncnc6,5,Dev-set
CHEMBL3650831,NC1=NC2(CO1)c3cc(ccc3OC(Cc4ccccc4)C25COC5)c6cncnc6,5,Dev-set
CHEMBL3703298,NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cc(Cl)cnc5F,5.49,Dev-set
CHEMBL3703209,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncnc6,5,Dev-set
CHEMBL3650833,NC1=NC2(CO1)c3cc(ccc3OC(CC4CC4)C25COC5)c6cncnc6,5,Dev-set
CHEMBL3650840,NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6C(F)(F)F,5,Dev-set
CHEMBL3703290,NC1=NC2(CO1)c3cc(ccc3OC(CCC(F)(F)F)C24CCC4)c5cncnc5,5,Dev-set
CHEMBL3703286,NC1=NC2(CO1)c3cc(ccc3OC(C4CC4)C25COC5)c6cncnc6,5,Dev-set
CHEMBL585530,O=C1Nc2ncc(cc2Cc3cccc(C#N)c13)c4ccccc4,6.4,Dev-set
CHEMBL1915083,c1ccccc1CCC(=O)c2c(cccc2)OCC(O)CN(CC3)CCN3C(c4ccccc4)c5ccccc5,5.59,Dev-set
CHEMBL1684059,C1CCCCC1(C(C)N(C)C)c(c2)ccc(c23)cccc3,5.37,Dev-set
CHEMBL1952141,c1ccc(OC(F)(F)F)cc1-c(cn2)n(c23)nc(cc3)NCC4CCN(C)CC4,5.5,Dev-set
CHEMBL534723,c1ccccc1[C@H](N2CCNCC2)Cc3c(OCC)cccc3,4.8,Dev-set
CHEMBL2326468,Nc1nc2cc3CCN(Cc4ocnc4)CCc3cc2s1,4.48,Dev-set
CHEMBL2326471,Nc1nc2cc3CCN(Cc4nocn4)CCc3cc2s1,4.48,Dev-set
CHEMBL240185,c1cc(F)ccc1C(=O)N(CC2=O)CCN2c3ccc(cc3)OCCCN4CCCCC4,4.3,Dev-set
CHEMBL3605137,NCC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1,5.12,Dev-set
CHEMBL1642912,NCC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,4.88,Dev-set
CHEMBL1800831,NCC(=O)N1CCn2c(C1)nc(c3cccc(F)c3)c2Nc4ccc(F)cc4,4.52,Dev-set
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N2CCC[C@H](C2)[C@@](O)(CCCCOC)c3cccc(Cl)c3,4.52,Dev-set
CHEMBL1951415,Nc1nccc(n1)c2c(ncn2C3CCCCC3)c4ccc(F)cc4,4.57,Dev-set
CHEMBL1642913,NCC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,5.82,Dev-set
CHEMBL1365,NCC(O)COc1ccccc1C(=O)CCc2ccccc2,4.36,Dev-set
CHEMBL2326491,Nc1nc2cc3CCN(CC(F)(F)F)CCc3cc2s1,4.48,Dev-set
CHEMBL3128201,Nc1nc2[C@@H](CCc2s1)C(=O)Nc3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5cccnc5)cc3,4.63,Dev-set
CHEMBL2326478,Nc1nc2cc3CCN(Cc4cccc(F)c4)CCc3cc2s1,5.17,Dev-set
CHEMBL2326484,Nc1nc2cc3CCN(Cc4cccnc4)CCc3cc2s1,4.68,Dev-set
CHEMBL2326483,Nc1nc2cc3CCN(Cc4ccccn4)CCc3cc2s1,4.89,Dev-set
CHEMBL2326476,Nc1nc2cc3CCN(Cc4ccccc4)CCc3cc2s1,5.11,Dev-set
CHEMBL2326485,Nc1nc2cc3CCN(Cc4ccncc4)CCc3cc2s1,4.48,Dev-set
CHEMBL2326474,Nc1nc2cc3CCN(CCO)CCc3cc2s1,4.48,Dev-set
CHEMBL2326469,Nc1nc2cc3CCN(Cc4cscn4)CCc3cc2s1,4.82,Dev-set
CHEMBL2326470,Nc1nc2cc3CCN(Cc4cnc[nH]4)CCc3cc2s1,4.48,Dev-set
CHEMBL2326487,Nc1nc2cc3CCNCCc3cc2s1,4.48,Dev-set
CHEMBL2326477,Nc1nc2cc3CCN(Cc4ccc(F)cc4)CCc3cc2s1,5.44,Dev-set
CHEMBL2326490,Nc1nc2cc3CCN(CCc3cc2s1)C4CC4,4.89,Dev-set
CHEMBL2326475,Nc1nc2cc3CCN(CCc3cc2s1)C(=O)c4ccccc4,4.48,Dev-set
CHEMBL1643368,Nc1nccc2cc(O[C@H]3CCCNC3)ccc12,4.7,Dev-set
CHEMBL1643574,Nc1nccc2cc(O[C@H]3CCCN(Cc4ccccc4)C3)ccc12,6.1,Dev-set
CHEMBL1272232,Nc1oc2cc(Cl)cc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1,5.32,Dev-set
CHEMBL2011952,Nc1nccc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,6.5,Dev-set
CHEMBL2011947,Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,5.82,Dev-set
CHEMBL3289794,Nc1nccn1CC(O)c2cccc(Cl)c2Cl,4.66,Dev-set
CHEMBL1643361,Nc1nccc2cc(CNCCc3ccccc3)ccc12,5.5,Dev-set
CHEMBL47940,Nc1ncnc2c1c(cn2C3CCCC3)c4ccc(Oc5ccccc5)cc4,5.3,Dev-set
CHEMBL499555,Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5,5.27,Dev-set
CHEMBL741,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,3.6,Dev-set
CHEMBL1236872,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@H](O)[C@H]3O,7.65,Dev-set
CHEMBL3211804,Nc1nonc1n2nnc(C(=O)N\N=C\c3cccc(Cl)c3Cl)c2CN4CCOCC4,6.6,Dev-set
CHEMBL3220877,NCC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,4.74,Dev-set
CHEMBL1272178,Nc1oc2cccc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1,4.52,Dev-set
CHEMBL1494,NCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,5.64,Dev-set
CHEMBL1526455,NCCCCNS(=O)(=O)c1cccc(c12)c(Cl)ccc2,5.35,Dev-set
CHEMBL513116,NCCCCCCNS(=O)(=O)c1cccc(c12)c(Cl)ccc2,4.95,Dev-set
CHEMBL1256178,NCCc1ccc(S(=O)(=O)F)cc1,6.6,Dev-set
CHEMBL1800775,NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)c(F)c4,4.68,Dev-set
CHEMBL3605021,NCC(O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,5.48,Dev-set
CHEMBL1204148,NCC(O)C1CCCCCCC1,4.8,Dev-set
CHEMBL601821,NCC(=O)N1CCn2c(C1)nc(c2Nc3ccc4OCOc4c3)c5ccccc5,4.72,Dev-set
CHEMBL3289792,Nc1nccn1CC(O)c2ccc(Cl)cc2F,4.22,Dev-set
CHEMBL484816,Nc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,4.3,Dev-set
CHEMBL186730,NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cccc(c3)c4onc(n4)c5cccs5,6.1,Dev-set
CHEMBL188068,NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)O,4.11,Dev-set
CHEMBL365062,NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)N,4.77,Dev-set
CHEMBL362874,NCc1cccc(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)N,4.52,Dev-set
CHEMBL3289803,Nc1nc2ccc(cc2n1CC(O)c3ccc(cc3Cl)C(F)(F)F)C(F)(F)F,5,Dev-set
CHEMBL2204269,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cncnc4,4.36,Dev-set
CHEMBL2204260,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccns4,4.62,Dev-set
CHEMBL2204262,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4nc5ccccc5s4,5.21,Dev-set
CHEMBL2204254,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4occn4,4.3,Dev-set
CHEMBL2204257,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4nncs4,4.3,Dev-set
CHEMBL2204259,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4nccs4,4.49,Dev-set
CHEMBL2315940,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3cc(nc4ccc(cc34)C(F)(F)F)C#N)c5cncs5,4.45,Dev-set
CHEMBL2029571,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cc(ccn4)C#N)c5ccc(cn5)c6ncccn6,4.52,Dev-set
CHEMBL1829603,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccnc4,4.5,Dev-set
CHEMBL1829629,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(F)cc4,5.55,Dev-set
CHEMBL1829630,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccc(c4)C#N,5.82,Dev-set
CHEMBL2204263,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cncs4,4.3,Dev-set
CHEMBL2029422,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ncccn5,4.52,Dev-set
CHEMBL1829628,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccccc4,5,Dev-set
CHEMBL3319000,NS(=O)(=O)c1ccc(Oc2cnc3C=CC(=O)N(CCN4CCC(CC4)c5nc6cc(ccc6[nH]5)C#N)c3c2)cc1,4.48,Dev-set
CHEMBL3608743,NS(=O)(=O)c1ccc(Oc2ccc3C=CC(=O)N(CCN4CCC(CC4)NCc5ccc6OCC(=O)Nc6n5)c3n2)cc1,4,Dev-set
CHEMBL2204253,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(OC5CCC5)nc4,5.01,Dev-set
CHEMBL64,NNC(=O)c1ccncc1,4.45,Dev-set
CHEMBL2024382,NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,4.87,Dev-set
CHEMBL2024381,NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,4,Dev-set
CHEMBL1200895,NNCCc1ccccc1,4.45,Dev-set
CHEMBL2029423,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5nccs5,4.52,Dev-set
CHEMBL2204270,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(F)nc4,5,Dev-set
CHEMBL2029412,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccccn4,4.52,Dev-set
CHEMBL2029424,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5occn5,4.52,Dev-set
CHEMBL2204242,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(nc4)C#N,4.9,Dev-set
CHEMBL2204258,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4cccs4,4.57,Dev-set
CHEMBL2204250,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(OCC(F)(F)F)nc4,5.15,Dev-set
CHEMBL3289811,Nc1nc2ccc(OC3CCOC3)nc2n1CC(O)c4ccc(cc4Cl)C(F)(F)F,4.78,Dev-set
CHEMBL3289807,Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c3ccc(Cl)cc3Cl,5.46,Dev-set
CHEMBL3124983,Nc1ncc(nc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4,4.48,Dev-set
CHEMBL3289800,Nc1nc2ccc(cc2n1CC(O)c3cccc(Cl)c3Cl)C#N,4.48,Dev-set
CHEMBL3289805,Nc1nc2cccnc2n1CC(O)c3cccc(Cl)c3Cl,4.48,Dev-set
CHEMBL3289799,Nc1nc2ccccc2n1CC(O)c3ccc(Cl)cc3Cl,4.99,Dev-set
CHEMBL3289802,Nc1nc2ccc(Cl)cc2n1CC(O)c3cccc(Cl)c3Cl,4.48,Dev-set
CHEMBL1980297,Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,6,Dev-set
CHEMBL2181297,Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4,4.71,Dev-set
CHEMBL2181489,Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4,5.52,Dev-set
CHEMBL2181298,Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4,5.26,Dev-set
CHEMBL2181488,Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4,4.69,Dev-set
CHEMBL3124989,Nc1ncc(nc1c2ccc(nc2)C(F)(F)F)c3ccncc3,4.48,Dev-set
CHEMBL3124982,Nc1ncc(nc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4,4.69,Dev-set
CHEMBL2029569,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4nccc(n4)C(F)(F)F)c5ccc(cn5)c6ncccn6,4.59,Dev-set
CHEMBL2029421,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5cnccn5,4.52,Dev-set
CHEMBL2029419,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ccncc5,4.89,Dev-set
CHEMBL2029418,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5cccnc5,4.52,Dev-set
CHEMBL1672354,O[C@@](Cc1nc(CC2(CC2)C(F)(F)F)c[nH]1)(c3ccc(cc3)n4cccn4)C(F)(F)F,5.1,Dev-set
CHEMBL1829633,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc5OCOc5c4,4.87,Dev-set
CHEMBL1829634,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc5CCOc5c4,4.93,Dev-set
CHEMBL3605135,NCCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,5.1,Dev-set
CHEMBL3289810,Nc1nc2ccc(OCC(F)(F)F)nc2n1CC(O)c3ccc(cc3Cl)C(F)(F)F,4.48,Dev-set
CHEMBL3289812,Nc1nc2ccc(OC3CNC3)nc2n1CC(O)c4ccc(cc4Cl)C(F)(F)F,4.48,Dev-set
CHEMBL2029566,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cccc(c4)C(F)(F)F)c5ccc(cn5)c6ncccn6,5.05,Dev-set
CHEMBL2029570,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cc(ncn4)C(F)(F)F)c5ccc(cn5)c6ncccn6,4.52,Dev-set
CHEMBL2029568,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cc(ccn4)C(F)(F)F)c5ccc(cn5)c6ncccn6,4.55,Dev-set
CHEMBL2029567,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4cccc(n4)C(F)(F)F)c5ccc(cn5)c6ncccn6,5,Dev-set
CHEMBL3425935,O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4cc(F)ccc4F)CN5C(=O)C=Cc6ncc(F)c1c56,8.1,Dev-set
CHEMBL3425934,O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4c(F)cccc4F)CN5C(=O)C=Cc6ncc(F)c1c56,7.49,Dev-set
CHEMBL3425514,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5cc4Cl)CN6C(=O)C=Cc7ncc(F)c1c67,4.22,Dev-set
CHEMBL3425937,O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C/c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56,7.8,Dev-set
CHEMBL3425825,O[C@@]1(CC23CCC(CC2)(CO3)NCc4c(Cl)cc5OCCOc5c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67,4.52,Dev-set
CHEMBL3425940,O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4ccccn4)CN5C(=O)C=Cc6ncc(F)c1c56,7.19,Dev-set
CHEMBL3425938,O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C\c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56,7.8,Dev-set
CHEMBL3425827,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(Cl)c5OCCOc5c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67,4.22,Dev-set
CHEMBL3425806,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5NC(=O)COc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67,4.93,Dev-set
CHEMBL3425817,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5c(OCCS5(=O)=O)cn4)CN6C(=O)C=Cc7ncc(F)c1c67,4.22,Dev-set
CHEMBL3425943,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(on4)c5cccs5)CN6C(=O)C=Cc7ncc(F)c1c67,7.8,Dev-set
CHEMBL3425826,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5c(Cl)c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67,4.5,Dev-set
CHEMBL3425810,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67,5.59,Dev-set
CHEMBL3425823,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5cc4F)CN6C(=O)C=Cc7ncc(F)c1c67,4.22,Dev-set
CHEMBL2208434,O[C@H](CNC(=O)C1=CC(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,5,Dev-set
CHEMBL2207654,O[C@H](CNC(=O)C1=CNC(=O)c2cc(ccc12)S(=O)(=O)N3CCC3)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,6,Dev-set
CHEMBL2207656,O[C@H](CNC(=O)C1=CNC(=O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,5.7,Dev-set
CHEMBL2207662,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,5.3,Dev-set
CHEMBL551826,O[C@@H]1CCN(C1)C(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,4.5,Dev-set
CHEMBL2164742,O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4ccc5OCC(=O)Nc5n4,3.52,Dev-set
CHEMBL2164740,O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,3.81,Dev-set
